29.9070 	EXP 	New trial (rep=0, index=8): <Trial 8 (8 in rep 0) data={'Congruency': 'incongruente', 'ImageFile': 'images/BACON.png', 'CalorieLabels': 'bajas calorias', 'thisN': 8, 'thisTrialN': 8, 'thisRepN': 0}>
29.9185 	EXP 	text: autoDraw = False
29.9185 	EXP 	jitter: autoDraw = True
30.4353 	INFO 	Keyboard events cleared
30.4348 	EXP 	jitter: autoDraw = False
30.4348 	EXP 	image: image = 'images/BACON.png'
30.4348 	EXP 	text_4: text = 'bajas calorias'
30.4348 	EXP 	image: autoDraw = True
30.4348 	EXP 	text_4: autoDraw = True
30.4386 	DATA 	Keypress: escape
30.6223 	EXP 	stroop_alimentario: status = STOPPED
30.6340 	EXP 	image: autoDraw = False
30.6340 	EXP 	text_4: autoDraw = False
30.6359 	EXP 	stroop_alimentario: status = STOPPED
30.6422 	INFO 	saved data to 'C:\\Users\\sebas\\Documents\\Python\\experimentoNT\\data/316747_stroop_alimentario_2025-09-13_11h00.05.588.csv'
30.6441 	INFO 	saved data to C:\Users\sebas\Documents\Python\experimentoNT\data/316747_stroop_alimentario_2025-09-13_11h00.05.588.psydat
31.0891 	DEBUG 	Saving data for stroop_alimentario ExperimentHandler
